iter	Passed	Remaining
3233	16837	35227
3234	16842	35221
3235	16847	35215
3236	16853	35210
3237	16858	35206
3238	16863	35200
3239	16868	35195
3240	16874	35191
3241	16880	35186
3242	16885	35181
3243	16890	35175
3244	16895	35171
3245	16900	35166
3246	16906	35161
3247	16912	35157
3248	16917	35152
3249	16922	35147
3250	16927	35141
3251	16932	35135
3252	16938	35130
3253	16943	35126
3254	16948	35120
3255	16953	35114
3256	16957	35108
3257	16963	35102
3258	16968	35097
3259	16973	35091
3260	16978	35086
3261	16983	35080
3262	16988	35074
3263	16993	35069
3264	16998	35065
3265	17004	35060
3266	17010	35056
3267	17015	35052
3268	17020	35046
3269	17026	35041
3270	17031	35036
3271	17036	35031
3272	17042	35027
3273	17047	35022
3274	17052	35017
3275	17057	35011
3276	17062	35005
3277	17067	34999
3278	17072	34994
3279	17078	34989
3280	17083	34984
3281	17088	34978
3282	17093	34973
3283	17098	34967
3284	17103	34962
3285	17109	34957
3286	17114	34952
3287	17119	34947
3288	17124	34941
3289	17129	34935
3290	17134	34930
3291	17139	34925
3292	17144	34919
3293	17149	34913
3294	17154	34908
3295	17159	34902
3296	17165	34897
3297	17169	34891
3298	17175	34886
3299	17180	34881
3300	17185	34876
3301	17190	34871
3302	17195	34865
3303	17201	34860
3304	17206	34855
3305	17211	34850
3306	17216	34845
3307	17222	34840
3308	17227	34835
3309	17232	34829
3310	17237	34824
3311	17243	34819
3312	17248	34814
3313	17253	34809
3314	17258	34804
3315	17263	34797
3316	17268	34792
3317	17273	34786
3318	17278	34780
3319	17283	34776
3320	17289	34771
3321	17294	34766
3322	17300	34761
3323	17305	34756
3324	17310	34751
3325	17315	34746
3326	17321	34741
3327	17327	34737
3328	17332	34732
3329	17337	34726
3330	17342	34722
3331	17347	34715
3332	17352	34710
3333	17357	34704
3334	17363	34700
3335	17367	34693
3336	17372	34687
3337	17378	34683
3338	17383	34678
3339	17388	34673
3340	17394	34668
3341	17399	34663
3342	17404	34658
3343	17409	34652
3344	17414	34647
3345	17420	34642
3346	17424	34636
3347	17430	34631
3348	17435	34625
3349	17440	34620
3350	17445	34614
3351	17450	34608
3352	17454	34602
3353	17460	34597
3354	17465	34592
3355	17471	34588
3356	17475	34581
3357	17480	34576
3358	17486	34572
3359	17491	34567
3360	17496	34561
3361	17502	34556
3362	17506	34550
3363	17512	34545
3364	17516	34539
3365	17521	34533
3366	17526	34527
3367	17531	34522
3368	17536	34516
3369	17542	34512
3370	17548	34507
3371	17553	34503
3372	17558	34497
3373	17563	34492
3374	17568	34486
3375	17574	34481
3376	17578	34475
3377	17584	34470
3378	17589	34465
3379	17594	34460
3380	17599	34455
3381	17605	34450
3382	17609	34444
3383	17615	34439
3384	17620	34434
3385	17626	34429
3386	17631	34424
3387	17636	34419
3388	17641	34414
3389	17647	34410
3390	17653	34406
3391	17658	34401
3392	17663	34395
3393	17668	34390
3394	17673	34384
3395	17678	34378
3396	17684	34373
3397	17689	34368
3398	17694	34363
3399	17699	34358
3400	17705	34354
3401	17710	34349
3402	17716	34344
3403	17721	34339
3404	17726	34333
3405	17731	34328
3406	17736	34322
3407	17742	34318
3408	17747	34313
3409	17753	34308
3410	17758	34303
3411	17763	34297
3412	17768	34292
3413	17773	34286
3414	17778	34282
3415	17784	34277
3416	17789	34272
3417	17794	34267
3418	17799	34261
3419	17804	34255
3420	17809	34249
3421	17814	34244
3422	17819	34238
3423	17824	34232
3424	17829	34227
3425	17834	34221
3426	17839	34215
3427	17844	34210
3428	17849	34205
3429	17854	34199
3430	17860	34194
3431	17865	34189
3432	17870	34184
3433	17875	34178
3434	17880	34174
3435	17886	34169
3436	17891	34163
3437	17896	34158
3438	17902	34153
3439	17907	34148
3440	17912	34144
3441	17917	34138
3442	17922	34132
3443	17927	34126
3444	17932	34120
3445	17937	34115
3446	17942	34110
3447	17947	34104
3448	17953	34100
3449	17958	34095
3450	17964	34090
3451	17969	34085
3452	17974	34080
3453	17979	34074
3454	17984	34069
3455	17989	34063
3456	17994	34058
3457	18000	34053
3458	18005	34048
3459	18011	34044
3460	18016	34038
3461	18021	34032
3462	18025	34026
3463	18030	34020
3464	18035	34014
3465	18041	34010
3466	18045	34003
3467	18050	33997
3468	18054	33991
3469	18060	33987
3470	18065	33981
3471	18070	33976
3472	18075	33971
3473	18081	33965
3474	18086	33960
3475	18091	33956
3476	18097	33951
3477	18102	33946
3478	18107	33940
3479	18112	33935
3480	18118	33930
3481	18123	33924
3482	18128	33919
3483	18133	33914
3484	18139	33910
3485	18144	33904
3486	18149	33898
3487	18154	33893
3488	18159	33889
3489	18165	33884
3490	18170	33879
3491	18175	33874
3492	18180	33868
3493	18185	33863
3494	18190	33857
3495	18196	33852
3496	18201	33848
3497	18206	33842
3498	18212	33837
3499	18218	33833
3500	18223	33828
3501	18228	33823
3502	18234	33819
3503	18239	33813
3504	18244	33808
3505	18250	33804
3506	18255	33799
3507	18260	33794
3508	18266	33789
3509	18271	33783
3510	18275	33777
3511	18280	33770
3512	18285	33764
3513	18289	33758
3514	18294	33752
3515	18299	33747
3516	18305	33742
3517	18310	33737
3518	18315	33732
3519	18320	33726
3520	18325	33721
3521	18331	33716
3522	18336	33711
3523	18341	33706
3524	18346	33700
3525	18351	33694
3526	18356	33688
3527	18362	33684
3528	18366	33678
3529	18370	33671
3530	18375	33665
3531	18381	33660
3532	18386	33655
3533	18391	33650
3534	18397	33645
3535	18402	33640
3536	18408	33636
3537	18413	33631
3538	18419	33626
3539	18424	33622
3540	18428	33615
3541	18434	33610
3542	18439	33605
3543	18444	33600
3544	18450	33595
3545	18455	33590
3546	18460	33584
3547	18465	33579
3548	18470	33574
3549	18475	33568
3550	18481	33564
3551	18486	33558
3552	18491	33553
3553	18496	33548
3554	18501	33541
3555	18506	33536
3556	18511	33530
3557	18516	33525
3558	18522	33520
3559	18527	33516
3560	18532	33511
3561	18538	33506
3562	18544	33502
3563	18549	33498
3564	18555	33493
3565	18561	33489
3566	18566	33484
3567	18572	33479
3568	18577	33474
3569	18582	33469
3570	18587	33464
3571	18593	33459
3572	18598	33454
3573	18603	33449
3574	18608	33442
3575	18613	33438
3576	18618	33432
3577	18624	33428
3578	18630	33424
3579	18635	33419
3580	18640	33413
3581	18644	33406
3582	18650	33402
3583	18654	33395
3584	18659	33389
3585	18664	33383
3586	18669	33378
3587	18675	33373
3588	18679	33367
3589	18684	33362
3590	18690	33357
3591	18695	33352
3592	18701	33347
3593	18706	33342
3594	18711	33337
3595	18716	33332
3596	18721	33326
3597	18727	33321
3598	18732	33317
3599	18737	33311
3600	18743	33306
3601	18748	33301
3602	18753	33296
3603	18758	33291
3604	18763	33285
3605	18768	33280
3606	18774	33275
3607	18779	33269
3608	18783	33263
3609	18789	33259
3610	18795	33254
3611	18800	33249
3612	18805	33244
3613	18810	33238
3614	18816	33234
3615	18821	33228
3616	18826	33223
3617	18831	33218
3618	18836	33212
3619	18842	33208
3620	18847	33202
3621	18852	33196
3622	18857	33192
3623	18862	33186
3624	18867	33180
3625	18872	33175
3626	18878	33171
3627	18883	33165
3628	18888	33160
3629	18893	33154
3630	18898	33149
3631	18903	33144
3632	18908	33138
3633	18913	33132
3634	18918	33127
3635	18923	33122
3636	18929	33116
3637	18933	33110
3638	18939	33106
3639	18944	33101
3640	18950	33096
3641	18955	33090
3642	18960	33086
3643	18966	33081
3644	18971	33077
3645	18976	33071
3646	18982	33066
3647	18987	33061
3648	18992	33055
3649	18997	33050
3650	19002	33045
3651	19007	33039
3652	19013	33035
3653	19019	33030
3654	19024	33026
3655	19030	33021
3656	19035	33017
3657	19040	33011
3658	19046	33006
3659	19050	33000
3660	19056	32995
3661	19060	32989
3662	19065	32983
3663	19070	32978
3664	19075	32972
3665	19080	32967
3666	19085	32960
3667	19090	32955
3668	19095	32950
3669	19100	32944
3670	19105	32939
3671	19111	32934
3672	19116	32929
3673	19121	32924
3674	19126	32917
3675	19131	32913
3676	19136	32907
3677	19142	32903
3678	19146	32896
3679	19152	32891
3680	19157	32887
3681	19163	32882
3682	19168	32877
3683	19173	32872
3684	19179	32867
3685	19184	32862
3686	19189	32856
3687	19194	32850
3688	19199	32845
3689	19203	32839
3690	19209	32834
3691	19214	32829
3692	19219	32823
3693	19225	32819
3694	19230	32813
3695	19235	32808
3696	19241	32804
3697	19246	32799
3698	19251	32793
3699	19256	32788
3700	19262	32783
3701	19267	32778
3702	19272	32772
3703	19277	32767
3704	19282	32762
3705	19288	32757
3706	19293	32751
3707	19297	32745
3708	19302	32739
3709	19307	32734
3710	19312	32729
3711	19317	32723
3712	19322	32718
3713	19327	32711
3714	19332	32706
3715	19337	32701
3716	19342	32696
3717	19348	32690
3718	19352	32685
3719	19357	32679
3720	19363	32674
3721	19368	32669
3722	19373	32664
3723	19379	32660
3724	19385	32655
3725	19389	32648
3726	19395	32644
3727	19400	32639
3728	19405	32634
3729	19410	32628
3730	19416	32624
3731	19421	32619
3732	19426	32613
3733	19431	32607
3734	19436	32602
3735	19441	32596
3736	19446	32591
3737	19451	32585
3738	19456	32580
3739	19461	32574
3740	19467	32570
3741	19472	32564
3742	19476	32558
3743	19482	32553
3744	19486	32547
3745	19492	32542
3746	19497	32536
3747	19502	32531
3748	19507	32526
3749	19513	32521
3750	19518	32517
3751	19523	32512
3752	19528	32506
3753	19534	32501
3754	19540	32497
3755	19545	32493
3756	19551	32487
3757	19556	32482
3758	19561	32477
3759	19566	32472
3760	19572	32467
3761	19577	32462
3762	19582	32456
3763	19587	32451
3764	19592	32445
3765	19597	32440
3766	19602	32434
3767	19607	32429
3768	19613	32424
3769	19618	32419
3770	19623	32414
3771	19628	32408
3772	19634	32404
3773	19639	32399
3774	19644	32394
3775	19650	32389
3776	19655	32384
3777	19660	32378
3778	19665	32374
3779	19670	32368
3780	19676	32363
3781	19680	32357
3782	19686	32352
3783	19691	32347
3784	19696	32341
3785	19701	32336
3786	19707	32331
3787	19712	32327
3788	19718	32322
3789	19723	32317
3790	19728	32311
3791	19733	32306
3792	19739	32302
3793	19744	32296
3794	19749	32291
3795	19754	32285
3796	19759	32280
3797	19764	32275
3798	19770	32271
3799	19775	32265
3800	19781	32260
3801	19786	32255
3802	19791	32250
3803	19796	32245
3804	19802	32240
3805	19807	32235
3806	19812	32230
3807	19818	32226
3808	19823	32220
3809	19828	32215
3810	19834	32210
3811	19839	32205
3812	19844	32199
3813	19849	32193
3814	19854	32188
3815	19859	32183
3816	19865	32179
3817	19870	32174
3818	19875	32168
3819	19881	32163
3820	19886	32158
3821	19891	32153
3822	19896	32147
3823	19901	32142
3824	19906	32136
3825	19910	32129
3826	19915	32124
3827	19921	32119
3828	19925	32113
3829	19930	32107
3830	19935	32101
3831	19940	32096
3832	19945	32090
3833	19950	32084
3834	19955	32079
3835	19960	32074
3836	19965	32069
3837	19971	32064
3838	19976	32058
3839	19981	32053
3840	19987	32049
3841	19992	32044
3842	19997	32038
3843	20003	32034
3844	20008	32028
3845	20013	32023
3846	20017	32017
3847	20023	32012
3848	20028	32007
3849	20034	32002
3850	20039	31997
3851	20044	31991
3852	20049	31986
3853	20054	31981
3854	20059	31975
3855	20064	31970
3856	20069	31964
3857	20074	31958
3858	20080	31954
3859	20085	31949
3860	20090	31943
3861	20095	31938
3862	20100	31933
3863	20105	31927
3864	20110	31921
3865	20115	31916
3866	20120	31911
3867	20126	31907
3868	20131	31901
3869	20137	31897
3870	20143	31892
3871	20148	31888
3872	20153	31882
3873	20158	31876
3874	20163	31871
3875	20169	31867
3876	20174	31861
3877	20180	31857
3878	20185	31852
3879	20191	31848
3880	20195	31841
3881	20201	31836
3882	20205	31830
3883	20211	31826
3884	20216	31821
3885	20221	31815
3886	20226	31809
3887	20231	31803
3888	20236	31798
3889	20241	31792
3890	20246	31787
3891	20251	31781
3892	20256	31776
3893	20261	31770
3894	20266	31765
3895	20271	31760
3896	20276	31755
3897	20281	31749
3898	20285	31742
3899	20291	31737
3900	20296	31732
3901	20302	31727
3902	20307	31723
3903	20312	31717
3904	20317	31712
3905	20322	31707
3906	20328	31702
3907	20334	31697
3908	20339	31693
3909	20344	31687
3910	20350	31682
3911	20355	31677
3912	20360	31672
3913	20365	31667
3914	20370	31661
3915	20375	31656
3916	20381	31651
3917	20386	31645
3918	20391	31640
3919	20396	31635
3920	20401	31629
3921	20406	31624
3922	20411	31619
3923	20416	31613
3924	20421	31607
3925	20426	31602
3926	20431	31596
3927	20437	31592
3928	20442	31587
3929	20447	31581
3930	20452	31575
3931	20457	31570
3932	20462	31565
3933	20468	31560
3934	20473	31555
3935	20478	31549
3936	20482	31543
3937	20488	31538
3938	20493	31533
3939	20499	31529
3940	20504	31524
3941	20508	31517
3942	20514	31512
3943	20519	31507
3944	20524	31502
3945	20530	31498
3946	20536	31493
3947	20542	31489
3948	20546	31483
3949	20552	31479
3950	20557	31474
3951	20562	31467
3952	20567	31462
3953	20572	31456
3954	20577	31451
3955	20582	31446
3956	20588	31441
3957	20592	31435
3958	20597	31428
3959	20602	31423
3960	20607	31419
3961	20612	31413
3962	20617	31407
3963	20623	31403
3964	20627	31397
3965	20632	31391
3966	20637	31385
3967	20642	31380
3968	20647	31373
3969	20651	31367
3970	20657	31362
3971	20662	31357
3972	20667	31351
3973	20672	31346
3974	20678	31342
3975	20682	31336
3976	20688	31331
3977	20693	31326
3978	20699	31321
3979	20704	31316
3980	20709	31311
3981	20714	31305
3982	20719	31300
3983	20725	31295
3984	20730	31291
3985	20735	31285
3986	20741	31281
3987	20746	31275
3988	20751	31269
3989	20756	31264
3990	20762	31260
3991	20767	31255
3992	20772	31250
3993	20778	31245
3994	20783	31240
3995	20788	31235
3996	20794	31230
3997	20799	31225
3998	20804	31220
3999	20809	31214
4000	20813	31207
4001	20819	31202
4002	20824	31198
4003	20828	31191
4004	20833	31185
4005	20839	31180
4006	20844	31175
4007	20850	31170
4008	20855	31165
4009	20860	31161
4010	20866	31156
4011	20871	31151
4012	20876	31146
4013	20882	31141
4014	20887	31136
4015	20892	31131
4016	20898	31126
4017	20903	31121
4018	20908	31116
4019	20914	31111
4020	20919	31105
4021	20924	31100
4022	20928	31094
4023	20933	31088
4024	20939	31083
4025	20944	31078
4026	20949	31073
4027	20955	31068
4028	20960	31063
4029	20965	31058
4030	20971	31053
4031	20976	31048
4032	20981	31042
4033	20986	31037
4034	20991	31032
4035	20997	31027
4036	21002	31022
4037	21008	31017
4038	21013	31013
4039	21018	31006
4040	21023	31001
4041	21028	30997
4042	21033	30991
4043	21038	30986
4044	21044	30981
4045	21049	30975
4046	21054	30971
4047	21060	30966
4048	21065	30961
4049	21070	30955
4050	21076	30950
4051	21081	30946
4052	21086	30940
4053	21091	30934
4054	21095	30928
4055	21100	30922
4056	21106	30918
4057	21111	30912
4058	21116	30907
4059	21122	30903
4060	21127	30897
4061	21132	30892
4062	21137	30887
4063	21142	30880
4064	21147	30875
4065	21152	30870
4066	21157	30865
4067	21163	30860
4068	21168	30854
4069	21173	30850
4070	21178	30844
4071	21184	30839
4072	21188	30834
4073	21193	30828
4074	21199	30823
4075	21205	30819
4076	21210	30813
4077	21215	30809
4078	21220	30803
4079	21225	30798
4080	21231	30793
4081	21236	30788
4082	21241	30783
4083	21247	30778
4084	21252	30773
4085	21257	30767
4086	21262	30762
4087	21268	30757
4088	21272	30751
4089	21278	30746
4090	21283	30741
4091	21288	30736
4092	21294	30731
4093	21299	30726
4094	21304	30721
4095	21310	30716
4096	21316	30712
4097	21321	30707
4098	21326	30702
4099	21332	30697
4100	21337	30692
4101	21342	30687
4102	21347	30681
4103	21352	30676
4104	21358	30672
4105	21363	30666
4106	21368	30661
4107	21373	30655
4108	21378	30650
4109	21383	30645
4110	21389	30640
4111	21394	30634
4112	21399	30629
4113	21404	30623
4114	21409	30618
4115	21414	30612
4116	21419	30607
4117	21424	30601
4118	21429	30596
4119	21434	30591
4120	21439	30585
4121	21445	30581
4122	21450	30575
4123	21455	30570
4124	21461	30566
4125	21466	30561
4126	21471	30554
4127	21476	30549
4128	21481	30544
4129	21487	30539
4130	21491	30533
4131	21496	30528
4132	21502	30523
4133	21507	30518
4134	21512	30512
4135	21517	30507
4136	21522	30501
4137	21527	30497
4138	21533	30492
4139	21538	30486
4140	21543	30481
4141	21549	30477
4142	21555	30472
4143	21560	30467
4144	21565	30462
4145	21570	30457
4146	21576	30452
4147	21581	30447
4148	21587	30442
4149	21592	30437
4150	21597	30432
4151	21603	30427
4152	21608	30422
4153	21613	30416
4154	21618	30411
4155	21623	30406
4156	21628	30401
4157	21634	30395
4158	21639	30391
4159	21644	30386
4160	21650	30381
4161	21655	30376
4162	21661	30371
4163	21666	30366
4164	21670	30359
4165	21676	30355
4166	21681	30349
4167	21686	30345
4168	21692	30340
4169	21697	30335
4170	21702	30329
4171	21707	30324
4172	21713	30319
4173	21718	30314
4174	21724	30309
4175	21729	30304
4176	21734	30299
4177	21740	30294
4178	21745	30289
4179	21750	30283
4180	21755	30278
4181	21760	30273
4182	21765	30268
4183	21770	30262
4184	21776	30258
4185	21781	30253
4186	21787	30248
4187	21791	30242
4188	21797	30237
4189	21802	30232
4190	21808	30227
4191	21813	30222
4192	21818	30217
4193	21823	30211
4194	21827	30205
4195	21832	30199
4196	21838	30194
4197	21843	30189
4198	21849	30184
4199	21853	30179
4200	21859	30174
4201	21864	30169
4202	21869	30164
4203	21874	30158
4204	21879	30152
4205	21884	30146
4206	21889	30141
4207	21894	30136
4208	21899	30131
4209	21905	30126
4210	21910	30121
4211	21915	30115
4212	21920	30110
4213	21926	30105
4214	21931	30100
4215	21937	30096
4216	21943	30091
4217	21948	30086
4218	21953	30081
4219	21958	30075
4220	21964	30071
4221	21969	30066
4222	21975	30061
4223	21980	30056
4224	21985	30050
4225	21989	30044
4226	21995	30039
4227	22000	30034
4228	22005	30029
4229	22010	30023
4230	22015	30018
4231	22020	30012
4232	22025	30007
4233	22030	30002
4234	22036	29997
4235	22041	29992
4236	22046	29986
4237	22051	29981
4238	22056	29976
4239	22062	29972
4240	22067	29966
4241	22072	29960
4242	22078	29956
4243	22083	29950
4244	22088	29945
4245	22093	29940
4246	22099	29935
4247	22104	29930
4248	22109	29925
4249	22115	29921
4250	22121	29916
4251	22125	29910
4252	22130	29904
4253	22135	29899
4254	22141	29894
4255	22146	29888
4256	22150	29883
4257	22156	29878
4258	22161	29872
4259	22166	29867
4260	22171	29861
4261	22176	29856
4262	22181	29851
4263	22187	29846
4264	22192	29841
4265	22197	29835
4266	22202	29830
4267	22208	29825
4268	22213	29820
4269	22218	29815
4270	22223	29809
4271	22228	29804
4272	22233	29798
4273	22238	29793
4274	22243	29788
4275	22248	29782
4276	22254	29778
4277	22259	29773
4278	22264	29768
4279	22270	29763
4280	22274	29756
4281	22279	29750
4282	22284	29745
4283	22289	29740
4284	22294	29734
4285	22299	29729
4286	22304	29723
4287	22308	29717
4288	22313	29711
4289	22319	29706
4290	22324	29702
4291	22330	29697
4292	22336	29693
4293	22341	29688
4294	22346	29682
4295	22352	29678
4296	22357	29672
4297	22362	29667
4298	22367	29662
4299	22372	29657
4300	22377	29651
4301	22383	29646
4302	22388	29640
4303	22393	29636
4304	22398	29631
4305	22404	29626
4306	22408	29620
4307	22414	29615
4308	22419	29609
4309	22424	29604
4310	22429	29599
4311	22434	29593
4312	22439	29588
4313	22445	29583
4314	22450	29578
4315	22456	29573
4316	22461	29568
4317	22466	29563
4318	22471	29558
4319	22477	29553
4320	22482	29548
4321	22487	29542
4322	22492	29537
4323	22498	29532
4324	22503	29527
4325	22508	29522
4326	22514	29517
4327	22518	29511
4328	22524	29507
4329	22530	29503
4330	22536	29498
4331	22541	29493
4332	22547	29488
4333	22552	29484
4334	22558	29479
4335	22563	29474
4336	22569	29469
4337	22574	29464
4338	22580	29459
4339	22585	29454
4340	22590	29448
4341	22595	29443
4342	22600	29438
4343	22605	29432
4344	22610	29427
4345	22616	29423
4346	22622	29418
4347	22627	29413
4348	22632	29407
4349	22637	29402
4350	22643	29398
4351	22648	29393
4352	22653	29387
4353	22658	29382
4354	22663	29376
4355	22667	29370
4356	22673	29365
4357	22678	29359
4358	22683	29354
4359	22687	29348
4360	22693	29344
4361	22699	29339
4362	22703	29333
4363	22708	29327
4364	22714	29323
4365	22720	29318
4366	22725	29313
4367	22730	29308
4368	22736	29303
4369	22741	29298
4370	22746	29292
4371	22751	29287
4372	22756	29282
4373	22762	29277
4374	22767	29272
4375	22772	29267
4376	22778	29262
4377	22783	29257
4378	22788	29251
4379	22793	29246
4380	22798	29241
4381	22803	29236
4382	22809	29230
4383	22814	29225
4384	22818	29219
4385	22823	29214
4386	22829	29208
4387	22834	29204
4388	22839	29198
4389	22844	29193
4390	22849	29188
4391	22854	29182
4392	22858	29175
4393	22863	29170
4394	22869	29165
4395	22874	29159
4396	22878	29154
4397	22883	29148
4398	22889	29144
4399	22895	29139
4400	22900	29134
4401	22905	29128
4402	22911	29124
4403	22916	29118
4404	22921	29113
4405	22926	29108
4406	22931	29103
4407	22936	29097
4408	22941	29092
4409	22947	29087
4410	22952	29082
4411	22957	29077
4412	22963	29072
4413	22968	29066
4414	22973	29061
4415	22977	29055
4416	22982	29049
4417	22987	29044
4418	22992	29039
4419	22997	29033
4420	23003	29028
4421	23008	29023
4422	23014	29018
4423	23019	29013
4424	23024	29007
4425	23028	29001
4426	23033	28996
4427	23039	28991
4428	23044	28986
4429	23048	28980
4430	23054	28975
4431	23059	28970
4432	23065	28965
4433	23070	28960
4434	23076	28955
4435	23081	28950
4436	23086	28945
4437	23092	28940
4438	23097	28934
4439	23102	28929
4440	23107	28924
4441	23112	28919
4442	23117	28913
4443	23122	28908
4444	23128	28904
4445	23133	28899
4446	23138	28893
4447	23143	28887
4448	23148	28882
4449	23154	28877
4450	23159	28872
4451	23164	28867
4452	23169	28861
4453	23174	28856
4454	23179	28851
4455	23185	28846
4456	23189	28840
4457	23195	28835
4458	23200	28829
4459	23205	28824
4460	23210	28819
4461	23215	28814
4462	23220	28808
4463	23226	28803
4464	23231	28798
4465	23236	28793
4466	23241	28787
4467	23246	28782
4468	23252	28778
4469	23258	28773
4470	23263	28768
4471	23268	28762
4472	23272	28756
4473	23277	28751
4474	23282	28745
4475	23287	28740
4476	23292	28734
4477	23297	28729
4478	23302	28723
4479	23307	28718
4480	23313	28713
4481	23318	28709
4482	23324	28703
4483	23329	28698
4484	23334	28693
4485	23339	28687
4486	23344	28682
4487	23349	28676
4488	23354	28671
4489	23359	28665
4490	23364	28660
4491	23369	28655
4492	23375	28650
4493	23380	28645
4494	23385	28639
4495	23390	28634
4496	23394	28628
4497	23400	28623
4498	23404	28617
4499	23410	28613
4500	23416	28608
4501	23421	28603
4502	23427	28598
4503	23432	28593
4504	23438	28589
4505	23443	28584
4506	23448	28578
4507	23454	28573
4508	23458	28567
4509	23464	28563
4510	23469	28557
4511	23475	28553
4512	23479	28547
4513	23484	28541
4514	23489	28536
4515	23494	28530
4516	23499	28524
4517	23504	28519
4518	23509	28514
4519	23514	28509
4520	23520	28504
4521	23525	28499
4522	23531	28494
4523	23536	28489
4524	23542	28484
4525	23547	28479
4526	23553	28475
4527	23559	28470
4528	23564	28465
4529	23569	28460
4530	23575	28456
4531	23581	28451
4532	23586	28446
4533	23590	28440
4534	23595	28434
4535	23600	28429
4536	23606	28424
4537	23611	28418
4538	23616	28413
4539	23621	28407
4540	23625	28402
4541	23631	28396
4542	23636	28391
4543	23640	28385
4544	23646	28380
4545	23651	28375
4546	23657	28370
4547	23662	28366
4548	23668	28361
4549	23672	28355
4550	23678	28350
4551	23683	28345
4552	23688	28339
4553	23694	28335
4554	23699	28330
4555	23703	28324
4556	23709	28318
4557	23714	28313
4558	23720	28308
4559	23725	28303
4560	23730	28298
4561	23735	28293
4562	23740	28288
4563	23746	28283
4564	23751	28278
4565	23756	28272
4566	23761	28267
4567	23767	28262
4568	23772	28257
4569	23777	28252
4570	23782	28246
4571	23787	28241
4572	23793	28236
4573	23798	28231
4574	23803	28225
4575	23808	28220
4576	23813	28215
4577	23818	28209
4578	23823	28204
4579	23829	28199
4580	23834	28194
4581	23839	28189
4582	23844	28183
4583	23849	28177
4584	23854	28172
4585	23859	28166
4586	23864	28161
4587	23869	28156
4588	23874	28151
4589	23880	28146
4590	23885	28140
4591	23890	28135
4592	23896	28131
4593	23901	28126
4594	23906	28121
4595	23911	28115
4596	23916	28110
4597	23922	28105
4598	23926	28099
4599	23932	28094
4600	23937	28088
4601	23942	28083
4602	23947	28078
4603	23953	28073
4604	23958	28068
4605	23963	28063
4606	23969	28058
4607	23974	28053
4608	23978	28047
4609	23984	28042
4610	23989	28037
4611	23994	28031
4612	23999	28026
4613	24003	28020
4614	24009	28015
4615	24014	28010
4616	24020	28005
4617	24025	28000
4618	24031	27995
4619	24036	27990
4620	24042	27985
4621	24047	27980
4622	24052	27975
4623	24057	27969
4624	24062	27964
4625	24067	27959
4626	24073	27954
4627	24078	27949
4628	24083	27943
4629	24089	27939
4630	24094	27933
4631	24099	27928
4632	24104	27923
4633	24108	27917
4634	24113	27911
4635	24119	27906
4636	24124	27901
4637	24129	27895
4638	24134	27890
4639	24139	27885
4640	24144	27880
4641	24149	27874
4642	24155	27869
4643	24160	27864
4644	24165	27859
4645	24170	27853
4646	24175	27848
4647	24180	27843
4648	24185	27837
4649	24191	27832
4650	24196	27827
4651	24201	27822
4652	24206	27817
4653	24212	27812
4654	24217	27807
4655	24222	27802
4656	24228	27796
4657	24232	27791
4658	24238	27786
4659	24243	27780
4660	24248	27775
4661	24252	27769
4662	24257	27763
4663	24262	27758
4664	24268	27753
4665	24273	27748
4666	24278	27743
4667	24283	27738
4668	24289	27733
4669	24294	27728
4670	24300	27723
4671	24305	27718
4672	24310	27713
4673	24316	27708
4674	24321	27703
4675	24325	27696
4676	24331	27691
4677	24336	27686
4678	24341	27681
4679	24346	27675
4680	24351	27670
4681	24356	27665
4682	24361	27659
4683	24367	27654
4684	24372	27649
4685	24377	27644
4686	24383	27639
4687	24388	27634
4688	24393	27629
4689	24398	27623
4690	24403	27617
4691	24407	27612
4692	24412	27606
4693	24417	27601
4694	24423	27596
4695	24427	27590
4696	24433	27585
4697	24437	27579
4698	24442	27574
4699	24448	27569
4700	24453	27564
4701	24458	27558
4702	24463	27553
4703	24468	27548
4704	24474	27543
4705	24479	27537
4706	24484	27532
4707	24489	27527
4708	24494	27522
4709	24499	27516
4710	24504	27511
4711	24509	27505
4712	24515	27501
4713	24520	27496
4714	24526	27491
4715	24532	27486
4716	24537	27481
4717	24542	27476
4718	24547	27471
4719	24553	27466
4720	24558	27460
4721	24563	27455
4722	24568	27450
4723	24573	27445
4724	24578	27439
4725	24584	27434
4726	24588	27428
4727	24594	27424
4728	24599	27418
4729	24604	27413
4730	24609	27408
4731	24615	27403
4732	24620	27398
4733	24625	27392
4734	24630	27387
4735	24634	27381
4736	24640	27376
4737	24645	27371
4738	24650	27365
4739	24656	27361
4740	24661	27355
4741	24666	27350
4742	24670	27344
4743	24675	27338
4744	24680	27333
4745	24685	27328
4746	24691	27323
4747	24696	27317
4748	24701	27312
4749	24706	27307
4750	24712	27302
4751	24716	27296
4752	24722	27291
4753	24727	27286
4754	24732	27280
4755	24737	27275
4756	24742	27270
4757	24747	27265
4758	24753	27260
4759	24757	27254
4760	24763	27249
4761	24768	27244
4762	24773	27238
4763	24778	27233
4764	24783	27228
4765	24788	27223
4766	24793	27217
4767	24798	27212
4768	24804	27207
4769	24809	27202
4770	24814	27196
4771	24819	27191
4772	24824	27186
4773	24830	27181
4774	24835	27175
4775	24840	27170
4776	24845	27165
4777	24851	27160
4778	24856	27155
4779	24861	27150
4780	24867	27145
4781	24872	27140
4782	24877	27134
4783	24882	27129
4784	24887	27124
4785	24892	27118
4786	24897	27113
